epoch,baseline_train_loss,baseline_train_acc,baseline_val_loss,baseline_val_acc,pruned_train_loss,pruned_train_acc,pruned_val_loss,pruned_val_acc
0,1.8500183683395386,34.384,1.464131112098694,46.49,1.8198366846466065,34.114,1.6244414474487305,40.89
1,1.3846107089614867,49.058,1.2593938974380494,53.65,1.395767766494751,48.66,1.3207132457733155,51.43
2,1.200197480392456,56.608,1.31070863571167,54.14,1.2104141690063477,56.178,1.176194706249237,57.64
3,1.0531215378570558,62.062,1.1703597282409668,59.3,1.0667910024642944,61.49,1.035426411151886,63.25
4,0.9586069328498841,66.02,1.0245735286712647,63.23,0.962697868347168,65.478,1.1426744636535644,59.14
5,0.8729898414421081,68.966,0.9746401476860046,65.68,0.8690727556037903,69.084,0.9799926612854004,65.83
6,0.7897203380966187,72.336,1.0053395720481872,65.87,0.7984260478401184,71.96,0.8886974732398987,69.36
7,0.7339110633468628,74.262,1.0034239292144775,65.04,0.7293962323379517,74.504,1.2946840353012086,59.81
8,0.6702724524307251,76.662,1.3332179014205932,59.81,0.6804566567993164,76.276,0.7672749455451965,73.81
9,0.6278657103729248,78.262,0.970686646938324,68.44,0.633776190700531,78.018,0.9907786756515503,66.54
10,0.5901723399162292,79.578,1.146738195514679,63.79,0.6058313610458375,79.134,0.7384826829910278,74.77
11,0.5650855345153809,80.282,1.0328179661750794,67.23,0.5833135460662842,80.022,0.6777312298297882,77.68
12,0.5456905317497254,81.142,0.7017707485198975,75.32,0.555578056602478,80.886,0.7421830240249634,74.61
13,0.5269576289558411,81.768,0.8070242001056671,73.45,0.5422460967445374,81.598,0.8498733891487121,71.72
14,0.5063062612056732,82.634,1.0054676215171814,70.17,0.5239750591945648,82.186,0.8569724565505982,71.32
15,0.49044911803245544,83.366,0.9169778285980225,71.11,0.5085008044624328,82.814,0.9279232389450073,70.9
16,0.4795714300441742,83.646,0.9717291573524475,69.83,0.4996416537284851,82.994,0.7224261629104615,75.36
17,0.4651725454807282,84.1,0.7353340053558349,76.34,0.48901331497192385,83.454,0.697244730424881,77.08
18,0.4544141087245941,84.674,0.7329086183547974,76.04,0.4764695381164551,84.018,0.8835355185508728,70.9
19,0.44412877111434934,84.974,0.6292663536548615,78.56,0.4586889186477661,84.634,0.9390190954208374,70.75
20,0.4362777517414093,85.25,0.6815471429824829,77.54,0.4550031844997406,84.614,0.5633929550170899,80.74
21,0.42418297936439514,85.696,0.8083091953277588,74.12,0.4530591393852234,84.75,0.874912614440918,71.45
22,0.4219533407306671,85.784,0.9509830605506897,70.27,0.4409874338054657,85.08,0.7456474768161774,75.65
23,0.4225402771091461,85.596,0.9176783905982971,72.47,0.435329603099823,85.24,1.0888098631858825,67.71
24,0.408943937664032,86.204,0.7267493022441864,76.72,0.42766532373428345,85.514,0.7931502385139465,74.63
25,0.40649163403511046,86.268,0.7345657039165496,76.49,0.4238286562728882,85.742,0.6971236617088318,76.63
26,0.4126190470123291,85.942,0.7655502293109894,74.97,0.4199399684524536,85.968,0.7368496478796005,76.09
27,0.40415954320907593,86.438,0.9971056556701661,70.12,0.4118271244430542,86.184,0.7634734848022461,75.36
28,0.39010263365745546,86.888,0.7460842007160187,74.27,0.40894957332134246,86.11,0.7145109467983246,76.72
29,0.38716784267425536,87.2,0.6148037957668304,79.26,0.3970731753540039,86.79,0.8153463195323944,74.31
30,0.38604237705230715,86.926,0.7490167080402375,75.84,0.3986527545547485,86.556,0.7646464085578919,75.73
31,0.3813220568084717,87.304,0.8445547656059265,74.07,0.3958372341251373,86.822,0.8304413482666015,73.2
32,0.38328018255233764,87.172,0.5978294380187988,80.25,0.3853019885921478,87.17,0.6527273389816284,78.54
33,0.37005521317481993,87.654,0.7846438761711121,74.29,0.3847859100151062,87.016,1.0828747259140015,67.25
34,0.36661762685775756,87.724,0.6820131950378417,77.59,0.3810314549446106,87.214,0.6539086514949799,78.72
35,0.3594332084941864,87.998,0.7073210270881652,77.66,0.378694532995224,87.34,0.9413719632148743,70.34
36,0.36021502106666564,87.976,0.5165920598506928,82.6,0.37740349084854125,87.352,0.7636487209796905,75.03
37,0.364766542263031,87.84,0.6383877664923668,78.52,0.364815712890625,87.75,0.6387368113994598,78.96
38,0.35552247320175173,88.174,0.6086224370956421,80.28,0.3672550816917419,87.694,0.8558500082015991,73.87
39,0.36096751163482665,87.974,0.606507534122467,79.88,0.35798360790252687,88.032,0.7527833191394806,76.58
40,0.3464556516838074,88.562,0.7614436568260193,75.95,0.3700191925907135,87.662,0.6675540494441986,77.81
41,0.3466327132320404,88.386,0.5295077503681183,82.73,0.3634358674621582,87.778,1.0366852414131165,70.61
42,0.34867993319511414,88.39,0.6351739587783813,79.28,0.35606381439208984,88.062,0.6480394263744355,78.5
43,0.3475008411693573,88.396,0.7443241176605224,76.6,0.3567710331439972,88.202,0.7396500610351563,76.97
44,0.35030443548202517,88.218,0.6026994283437729,80.04,0.3503547114467621,88.276,0.7690332264184951,75.99
45,0.3349280370903015,88.932,0.7414571190357209,77.34,0.3514443756866455,88.332,0.5792991721868515,81.62
46,0.33215062317848204,88.866,0.48320023331642153,83.87,0.34555011756896975,88.388,0.5373429096221923,82.35
47,0.34228822757720945,88.544,0.880021576499939,72.41,0.3432633296775818,88.732,0.6428257982254029,79.05
48,0.337766473197937,88.85,0.6897916656494141,77.83,0.3459009287929535,88.594,0.4887374825000763,84.05
49,0.33466979187965396,88.94,0.8277921430110932,76.48,0.3371078164863586,88.566,0.7538700951099395,76.5
50,0.32746801754951477,89.13,0.47995758404731753,84.61,0.34105407064437865,88.588,0.5702923959255218,81.61
51,0.32687601531982424,89.18,0.7006208789348602,77.06,0.3370830818271637,88.78,0.9851528105735778,70.58
52,0.3349297563838959,88.87,0.6117129292488098,80.06,0.3406919060707092,88.61,0.4864862889528275,83.2
53,0.32496633944511416,89.084,0.6068805434942246,80.49,0.33837428511619566,88.726,0.7067595970153808,78.07
54,0.32015022025108336,89.424,0.6212046038627624,80.12,0.34025387862205503,88.734,0.6186946582317352,80.01
55,0.31939392743110656,89.366,0.5854988106012344,81.65,0.33591543769836424,88.728,0.4715737410545349,84.29
56,0.3257999771881104,89.08,0.5116201555490494,83.15,0.3393246312904358,88.7,0.5390442829608917,82.05
57,0.3188477721405029,89.396,0.5084577290058137,83.23,0.3278076330280304,88.944,0.4550691207647324,84.91
58,0.31734765687942507,89.322,0.7014391273975372,77.02,0.33058820402145384,89.102,0.5033989071130752,83.28
59,0.3179495497703552,89.51,0.9435090095520019,72.61,0.328972312374115,89.168,0.6740459277391434,78.03
60,0.31764380568504336,89.412,0.8491547487258911,75.13,0.32775975224494935,89.198,0.5219774461269379,82.6
61,0.3202049690818787,89.466,0.7475565319061279,76.57,0.3281660369300842,89.072,0.47358851816654207,84.71
62,0.3190764457702637,89.508,0.5616459294319153,82.21,0.32877038069725034,89.046,0.6115789148807526,80.51
63,0.3065127117443085,89.846,0.647489238166809,79.78,0.32438482400894164,89.218,0.6423881975889206,79.62
64,0.31771504823684693,89.402,0.5282788588285446,82.28,0.32263736702919005,89.32,0.4261818251132965,85.92
65,0.31218124364852906,89.554,0.6377239709377289,79.41,0.3217001146888733,89.258,0.5136095472335815,82.74
66,0.31733213850021363,89.598,0.5301720959424973,82.84,0.32346818952560424,89.15,0.5540170339107513,81.54
67,0.3120580741024017,89.484,0.5139927210092544,83.19,0.3258367979335785,89.168,0.5838520021915435,81.45
68,0.3006258630943298,90.004,0.42455885848999025,85.56,0.3137191162967682,89.658,0.6236526555538178,80.66
69,0.3041998790645599,89.866,0.6609904078006744,78.7,0.3151604044532776,89.512,0.6510593643426895,78.87
70,0.3073129682254791,89.764,0.674691006565094,79.0,0.31736072383880615,89.468,0.7838518078804017,75.04
71,0.31082071219444274,89.754,0.5378872901678086,83.03,0.31252443890571596,89.662,0.5192741523265839,82.91
72,0.3011383000278473,89.994,0.5542742923259735,82.24,0.31878359870910644,89.37,0.6635996109962463,77.98
73,0.30415274822235105,89.826,0.4582233366250992,84.95,0.31238508242607116,89.536,0.5003099455833435,84.12
74,0.3017355510902405,90.032,0.6550440825223923,80.47,0.3145339070034027,89.504,0.5477891965150833,82.42
75,0.2992734405136108,90.028,0.5981446870326996,80.81,0.310022670545578,89.67,0.5948573175430298,80.3
76,0.2973197992515564,90.164,0.5607734469413758,81.3,0.3098156290006638,89.744,0.5036112441778183,83.5
77,0.2986405284881592,90.248,0.4915378355503082,84.04,0.3080408503437042,89.802,0.5617380749702454,81.69
78,0.29939290451049805,90.0,0.6777541465997696,78.7,0.3082660892963409,89.902,0.8189475266933441,74.24
79,0.2970487936115265,90.204,0.7966055044651031,75.25,0.31306623165130615,89.57,0.5995015820503234,80.77
80,0.2913178449058533,90.382,0.7389784137248993,77.65,0.3034480928993225,89.922,0.5858804548740387,81.75
81,0.2985569424533844,90.02,0.4331453420639038,85.89,0.3059790745353699,89.914,0.4690857654809952,84.1
82,0.2970278611278534,90.232,0.45124546818733213,85.08,0.3040701396560669,89.926,0.5178527163982392,83.05
83,0.30000528895378115,90.054,0.50522218542099,83.23,0.30574732423782347,90.01,0.5176717914819717,83.11
84,0.29667002069473264,90.236,0.5119596240520478,82.98,0.3103389254951477,89.65,0.4676009614467621,84.25
85,0.28888889751434327,90.262,0.7251814172267914,78.37,0.3052092558097839,89.932,0.5031984426021576,83.6
86,0.2906961142063141,90.322,0.6752629044532776,78.96,0.3068678540992737,89.738,0.5038539283275604,83.61
87,0.28748648391246795,90.454,0.6704061873912811,78.12,0.2969065233421326,90.138,0.7311670711994172,77.48
88,0.28881397762298583,90.444,0.45771556684970854,84.38,0.30778136949539187,89.768,0.4766246577262878,84.7
89,0.2877415377998352,90.508,0.45521274821758273,85.2,0.3084740400981903,89.666,0.6744665407299996,79.62
90,0.2904848239135742,90.304,0.6127789517879486,80.24,0.3014641250038147,89.93,0.4889333880186081,84.19
91,0.2861982323265076,90.338,0.5889285887241363,81.71,0.2994606398010254,90.16,0.5343452682971954,83.28
92,0.28621586071014404,90.46,0.438240988111496,85.53,0.29212395133018493,90.374,0.4499155394077301,84.91
93,0.27878074190139773,90.792,0.5786419575452805,81.95,0.30132398447036746,90.072,0.7091092433452606,77.51
94,0.2901640864944458,90.288,0.4779681795239449,84.42,0.2939695138931274,90.182,0.5275079771518707,82.86
95,0.2871152119636536,90.54,0.6269105613708497,80.54,0.30041225918769837,90.058,0.5279449425935745,82.7
96,0.28204673296928406,90.604,0.6552010711431503,80.28,0.30305141286849974,89.944,0.49035758872032165,83.6
97,0.2884337951087952,90.446,0.5150506510734558,83.31,0.29242835596084593,90.25,0.4892603167772293,84.09
98,0.2831084722042084,90.612,0.6644211293697357,79.71,0.2923171612071991,90.4,0.5503997515439987,82.59
99,0.2790585443544388,90.764,0.6552765310287476,79.76,0.2942176058673859,90.246,0.581174831032753,81.96
100,0.2762743824672699,90.804,0.6117179336071015,80.38,0.29623881733894347,90.09,0.5163728548526764,83.15
101,0.28321431315898893,90.644,0.5060937222957611,83.31,0.2966163278198242,90.032,0.6002043969988823,80.58
102,0.28133005843162534,90.686,0.5819818013906479,82.17,0.28873108299255373,90.548,0.44827145265042784,85.45
103,0.27974460994720457,90.646,0.4995389490842819,83.63,0.2880054668426514,90.456,0.5886854739904404,80.06
104,0.27774877069473264,90.774,0.5996908346176147,80.61,0.2887223105049133,90.586,0.5381654588222504,82.69
105,0.2741133201408386,90.888,0.40203814438581464,86.68,0.29309558824539184,90.178,0.6326867238521576,79.23
106,0.2775863520622253,90.956,0.6254081671237945,80.26,0.29199048036575315,90.41,0.6114543230056763,80.52
107,0.27645698789596557,90.844,0.5854005578756333,81.22,0.28767586126327516,90.346,0.5438012125492095,82.4
108,0.27480496751785277,90.932,0.5120903959274292,82.91,0.29045769025802615,90.374,0.534729123044014,82.38
109,0.2736296914100647,90.914,0.7985716149806976,76.64,0.2929619059562683,90.274,0.5369227948904037,82.37
110,0.2757227449607849,90.898,0.5995215689897537,80.09,0.2876075672340393,90.432,0.46941563074588777,84.8
111,0.276616537733078,90.96,0.5190175745964051,83.17,0.2850271124076843,90.512,0.5828827078819275,81.04
112,0.2732044140720367,91.024,0.5041939108371735,83.45,0.28567663863658904,90.408,0.5637899984836579,81.74
113,0.2738291640281677,90.888,0.4900639315128326,84.14,0.2848571219873428,90.604,0.41398299057483673,86.4
114,0.2695544209384918,91.21,0.4320863168001175,85.98,0.28057160520553587,90.742,0.4462997840166092,85.31
115,0.2721595454788208,90.814,0.42335925843715666,85.93,0.2853298183631897,90.536,0.5072880016326904,82.99
116,0.26899133696556093,91.132,0.5806578984737396,81.21,0.28429417694091796,90.554,0.4424993636608124,85.48
117,0.26917793146133423,91.042,0.4208541636943817,86.17,0.2850071441555023,90.584,0.4830364071130753,84.22
118,0.2628274235534668,91.358,0.5439693934679032,82.14,0.28279750074386595,90.634,0.5756444274902344,81.33
119,0.2713221011638641,91.052,0.5431926253557205,82.53,0.2804147575569153,90.766,0.5653391750574112,82.42
120,0.2693366125535965,91.05,0.548259710597992,82.36,0.2835116429901123,90.622,0.40429690380096434,86.54
121,0.2609072924900055,91.346,0.3859328395962715,87.45,0.2814373648262024,90.714,0.6555582233905792,78.95
122,0.26245922228813173,91.396,0.4532264108419418,85.48,0.2771544523048401,90.872,0.4528216042518616,84.79
123,0.26253667559623717,91.44,0.5938326025247573,81.47,0.27986987152099607,90.81,0.5029230885505677,83.33
124,0.25994214455604553,91.392,0.9053540586948394,74.58,0.28571439413070676,90.502,0.5294525243759155,82.85
125,0.2686903021812439,91.036,0.5646856634378433,82.28,0.2829322330474853,90.796,0.4557211318492889,85.13
126,0.26838579463005063,91.168,0.49240819101333616,84.01,0.27038902151107785,91.102,0.5531563430309295,82.48
127,0.26395852164268496,91.196,0.5039806916713715,84.1,0.27795396533966066,90.886,0.4369679772853851,85.58
128,0.2673169435787201,91.138,0.4950236927270889,84.31,0.2760498717689514,90.93,0.48987738463878633,84.31
129,0.25598626459121704,91.504,0.4432857003927231,85.17,0.2759088588809967,90.936,0.5959040789604187,81.33
130,0.26235586053848264,91.208,0.6144931067466736,79.66,0.2715032070350647,91.106,0.49108860430717466,84.63
131,0.2609150755119324,91.294,0.45791592543125154,85.08,0.28048865653038024,90.702,0.5567296546936035,82.19
132,0.25823013391494753,91.46,0.47778365206718443,84.54,0.2781386243724823,90.758,0.44826341179609297,85.16
133,0.25573065850257876,91.598,0.6085300298929215,80.61,0.27401173102378845,91.05,0.44345516464710233,85.45
134,0.2610584055137634,91.392,0.44307555818557737,85.29,0.2720143436431885,91.05,0.5244207757472992,83.02
135,0.2594317319536209,91.362,0.6751415678024292,78.75,0.2669126784896851,91.236,0.6089374606609345,81.29
136,0.26239866181373595,91.31,0.42726312243938447,86.1,0.2734639025878906,90.892,0.46228190286159515,84.91
137,0.2568938129425049,91.612,0.4535615446329117,85.28,0.2728856744194031,90.974,0.4723100506424904,84.75
138,0.2597123979616165,91.404,0.43697992660999296,85.37,0.26835827506542204,91.134,0.7460121108531952,76.72
139,0.26079627069473266,91.358,0.4898811214923859,83.64,0.2673007215356827,91.226,0.48362999923229216,84.23
140,0.25717747329711915,91.48,0.640384808754921,80.28,0.26565268545150755,91.232,0.45135965651869775,85.06
141,0.25358117875099184,91.73,0.4033530704140663,87.17,0.2767797506904602,90.81,0.48489181060791015,84.16
142,0.2553609172153473,91.596,0.5151395492315293,83.6,0.2727722100734711,91.0,0.3984022798538208,86.53
143,0.25621869565963745,91.496,0.5081075455665588,83.87,0.2645289828824997,91.202,0.46058925021886826,84.93
144,0.25370806524276734,91.654,0.48814195103645325,84.49,0.26312861534118653,91.382,0.4909395047426224,84.22
145,0.2526308107805252,91.73,0.4486059165000916,85.53,0.26524453738689424,91.278,0.5353063746213913,82.42
146,0.24995689668655396,91.74,0.4729456303358078,85.02,0.26842682235717774,91.028,0.464976354598999,84.61
147,0.24405015386581422,92.0,0.6104726342201233,81.39,0.26746481904029845,91.034,0.5033445428848267,83.94
148,0.24965044840812683,91.788,0.4228960478067398,86.1,0.2623445224952698,91.302,0.4087807765722275,86.56
149,0.2527266251373291,91.684,0.4742628118395805,84.34,0.26028806415081024,91.364,0.6307948333740234,79.58
150,0.24804690282821656,91.734,0.4603484363555908,85.26,0.26353133001327517,91.22,0.4228911359429359,85.89
151,0.24604572024822235,91.98,0.47060348725318907,84.57,0.26236548127174375,91.386,0.5339153620243072,83.48
152,0.24810475883483887,91.712,0.4427909270763397,85.94,0.2604201768779755,91.456,0.4575373646378517,85.1
153,0.24814699905395507,91.764,0.5283873330831528,83.26,0.25533650030136107,91.666,0.5023221851587295,83.48
154,0.24375881495475768,91.966,0.4490084183096886,85.33,0.26023622968673704,91.496,0.5863623208522797,81.0
155,0.2520401199531555,91.656,0.44640838367938995,85.44,0.26066479977607726,91.33,0.41424538487195967,86.36
156,0.2476210853099823,91.8,0.6808564041376114,79.39,0.2636433942604065,91.318,0.4836303033590317,83.86
157,0.24010753605365753,92.16,0.5206936729907989,83.55,0.25963358196258546,91.442,0.453323180770874,85.01
158,0.2457998496723175,91.856,0.550004573726654,82.97,0.2600405428981781,91.38,0.6015333363771439,81.47
159,0.24399851974487305,91.96,0.4231079893469811,86.09,0.2629832701683044,91.232,0.5236374341011047,83.35
160,0.2393694289112091,92.008,0.5804741246700287,81.3,0.25121960964202883,91.722,0.4191593961238861,85.88
161,0.23871605195999146,92.15,0.41242228964567185,86.96,0.2576905519199371,91.512,0.48789503890275954,83.91
162,0.24252978378295897,92.134,0.4491702871799469,85.61,0.24941899666786194,91.772,0.5440928990364075,82.97
163,0.24658471673965454,91.844,0.5693249147176742,83.01,0.2581136405611038,91.474,0.4355380133032799,85.89
164,0.23608563554763795,92.226,0.48938613867759706,84.07,0.25457634932518003,91.634,0.46744451694488526,85.25
165,0.24655217510700225,91.826,0.45912049531936644,84.75,0.2526043723869324,91.682,0.5019657704353333,84.42
166,0.23881020215511323,92.08,0.3893530257701874,87.25,0.2512178556728363,91.676,0.44044158380627635,86.1
167,0.2413571645259857,92.042,0.4607751427412033,84.64,0.24890553433418275,91.77,0.4117487669467926,86.24
